小区名称,response_id,url,板块名称,区名
虹宝苑,5011000001274,https://sh.ke.com/xiaoqu/5011000001274/,堡镇,崇明
向阳新村(崇明),5011000012656,https://sh.ke.com/xiaoqu/5011000012656/,堡镇,崇明
玉屏新村,5011000011138,https://sh.ke.com/xiaoqu/5011000011138/,堡镇,崇明
大通路239号,5011948942438930,https://sh.ke.com/xiaoqu/5011948942438930/,堡镇,崇明
大通路139弄,5011000001364,https://sh.ke.com/xiaoqu/5011000001364/,堡镇,崇明
电业新村,5011000002262,https://sh.ke.com/xiaoqu/5011000002262/,堡镇,崇明
堡镇南路94号,5011000004540,https://sh.ke.com/xiaoqu/5011000004540/,堡镇,崇明
友谊新村(崇明),5011371291881882,https://sh.ke.com/xiaoqu/5011371291881882/,堡镇,崇明
碧瀛北路3弄,5016389506369649,https://sh.ke.com/xiaoqu/5016389506369649/,堡镇,崇明
堡镇南路58号,5016389506370370,https://sh.ke.com/xiaoqu/5016389506370370/,堡镇,崇明
天明新村,5016389543047344,https://sh.ke.com/xiaoqu/5016389543047344/,堡镇,崇明
为民路30号,5016389545929962,https://sh.ke.com/xiaoqu/5016389545929962/,堡镇,崇明
碧瀛小区,509821540057134,https://sh.ke.com/xiaoqu/509821540057134/,堡镇,崇明
堡镇南路217-247号(单),509821540319320,https://sh.ke.com/xiaoqu/509821540319320/,堡镇,崇明
堡镇北路31弄12号,50000000025292,https://sh.ke.com/xiaoqu/50000000025292/,堡镇,崇明
堡镇北路,50000000025297,https://sh.ke.com/xiaoqu/50000000025297/,堡镇,崇明
石岛苑,5011000010200,https://sh.ke.com/xiaoqu/5011000010200/,堡镇,崇明
港沿镇教工楼,5011000018835,https://sh.ke.com/xiaoqu/5011000018835/,堡镇,崇明
堡镇中路355弄,5011000018905,https://sh.ke.com/xiaoqu/5011000018905/,堡镇,崇明
财贸村2队,5015026346823563,https://sh.ke.com/xiaoqu/5015026346823563/,堡镇,崇明
通富路70号,5016389495337207,https://sh.ke.com/xiaoqu/5016389495337207/,堡镇,崇明
