小区名称,response_id,url,板块名称,区名
绿川新苑,5011000014388,https://sh.ke.com/xiaoqu/5011000014388/,北蔡,浦东
万邦都市花园,5011000018309,https://sh.ke.com/xiaoqu/5011000018309/,北蔡,浦东
大华锦绣华城(十五街区),5011000002501,https://sh.ke.com/xiaoqu/5011000002501/,北蔡,浦东
陆家嘴锦绣前城,5011000000491,https://sh.ke.com/xiaoqu/5011000000491/,北蔡,浦东
大华锦绣华城(十二街区),5011000014752,https://sh.ke.com/xiaoqu/5011000014752/,北蔡,浦东
锦博苑,5011000014536,https://sh.ke.com/xiaoqu/5011000014536/,北蔡,浦东
大华锦绣华城(四街区),5011000014231,https://sh.ke.com/xiaoqu/5011000014231/,北蔡,浦东
大华锦绣华城(一街区),5011000014204,https://sh.ke.com/xiaoqu/5011000014204/,北蔡,浦东
海上国际花园(一期),5011000017399,https://sh.ke.com/xiaoqu/5011000017399/,北蔡,浦东
大华锦绣华城(十一街区),5011000003007,https://sh.ke.com/xiaoqu/5011000003007/,北蔡,浦东
大华锦绣华城(十六街区)(公寓),5011000014749,https://sh.ke.com/xiaoqu/5011000014749/,北蔡,浦东
大华锦绣华城(十四街区),5011000014460,https://sh.ke.com/xiaoqu/5011000014460/,北蔡,浦东
大华锦绣华城(十八街区)(公寓),5011000016533,https://sh.ke.com/xiaoqu/5011000016533/,北蔡,浦东
浦东星河湾,5011000012349,https://sh.ke.com/xiaoqu/5011000012349/,北蔡,浦东
大华锦绣华城(十九街区)(公寓),5011000013251,https://sh.ke.com/xiaoqu/5011000013251/,北蔡,浦东
鹏海小区,5011000014989,https://sh.ke.com/xiaoqu/5011000014989/,北蔡,浦东
宝华海尚郡领,5011000004216,https://sh.ke.com/xiaoqu/5011000004216/,北蔡,浦东
绿川小区,5011000003191,https://sh.ke.com/xiaoqu/5011000003191/,北蔡,浦东
大华锦绣华城(二街区),5011000009386,https://sh.ke.com/xiaoqu/5011000009386/,北蔡,浦东
培花久远公寓,5011000011161,https://sh.ke.com/xiaoqu/5011000011161/,北蔡,浦东
陆家嘴锦绣里,5011000019823,https://sh.ke.com/xiaoqu/5011000019823/,北蔡,浦东
紫叶花园,5011000010065,https://sh.ke.com/xiaoqu/5011000010065/,北蔡,浦东
古北御庭,5011000005117,https://sh.ke.com/xiaoqu/5011000005117/,北蔡,浦东
文化馨苑,5011000013604,https://sh.ke.com/xiaoqu/5011000013604/,北蔡,浦东
锦华花园,5011000013679,https://sh.ke.com/xiaoqu/5011000013679/,北蔡,浦东
凯利海华府,5020022538562581,https://sh.ke.com/xiaoqu/5020022538562581/,北蔡,浦东
玉兰小区,5011000005487,https://sh.ke.com/xiaoqu/5011000005487/,北蔡,浦东
金恒小区,5011000003585,https://sh.ke.com/xiaoqu/5011000003585/,北蔡,浦东
绿川馨康苑,5011000016751,https://sh.ke.com/xiaoqu/5011000016751/,北蔡,浦东
南新四村,5011000003831,https://sh.ke.com/xiaoqu/5011000003831/,北蔡,浦东
鹏丰苑,5011000002202,https://sh.ke.com/xiaoqu/5011000002202/,北蔡,浦东
培花七村,5011000014306,https://sh.ke.com/xiaoqu/5011000014306/,北蔡,浦东
芳雅苑,5011000010050,https://sh.ke.com/xiaoqu/5011000010050/,北蔡,浦东
文汇小区(浦东),5011000014437,https://sh.ke.com/xiaoqu/5011000014437/,北蔡,浦东
天池一村,5011000011954,https://sh.ke.com/xiaoqu/5011000011954/,北蔡,浦东
大华锦绣华城(九街区),5011000012172,https://sh.ke.com/xiaoqu/5011000012172/,北蔡,浦东
加东花园,5011000011218,https://sh.ke.com/xiaoqu/5011000011218/,北蔡,浦东
惠德新邨,5011000013958,https://sh.ke.com/xiaoqu/5011000013958/,北蔡,浦东
芳芯苑,5011000006650,https://sh.ke.com/xiaoqu/5011000006650/,北蔡,浦东
由由一村,5011000009860,https://sh.ke.com/xiaoqu/5011000009860/,北蔡,浦东
由由四村,5011000012296,https://sh.ke.com/xiaoqu/5011000012296/,北蔡,浦东
锦三角花园(公寓),5011000013366,https://sh.ke.com/xiaoqu/5011000013366/,北蔡,浦东
莲康苑,5011000002330,https://sh.ke.com/xiaoqu/5011000002330/,北蔡,浦东
由由七村,5011000012138,https://sh.ke.com/xiaoqu/5011000012138/,北蔡,浦东
